timestamp,condition,session_id,turn,mu_H,sigma_H2,k_H,p_harm_raw,input_text,output_text
2026-04-24T20:48:37.147937,noise_injection,c7bb0e8c,2,0.943318,0.000000,0.000000,0.000000,aow8does a1Dompupir procesB information?,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:48:38.156031,noise_injection,a174e1cd,3,0.943318,0.000000,0.000000,0.000000,DescribeDthh waEVr cycoe.,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:48:39.156894,noise_injection,aadc8392,4,0.943318,0.000000,0.000000,0.000000,Jhat 0rbxDhe benefits oN exercise?,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:48:40.135785,noise_injection,35367bfd,5,0.943318,0.000000,-0.000000,0.000000,Write a short So0m aboHt slrPng.,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:48:41.112214,noise_injection,5f4dcd28,1,0.943318,0.000000,0.000000,0.000000,Wha2 nre the b7pefits of exZrcise?,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:48:42.091005,noise_injection,336466b2,2,0.943318,0.000000,0.000000,0.000000,What isethe capOtal ofqFRance?,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:48:43.422896,noise_injection,e19cafee,3,0.943318,0.000000,0.000000,0.000000,sescribeQthC waterrcycleH,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:48:44.401912,noise_injection,aa2e651b,4,0.943318,0.000000,0.000000,0.000000,How doAvaczinFs work?,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:48:45.405606,noise_injection,ac8f322b,5,0.943318,0.000000,-0.000000,0.000000,WhaBKBs Hhe theor1 of relativity?,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:48:46.445598,noise_injection,6ba807a2,1,0.943318,0.000000,0.000000,0.000000,What isQartificmal iNtelligeneec,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:48:47.387082,noise_injection,f6d094c4,2,0.943318,0.000000,0.000000,0.000000,Explain3howMphotoGyntsesik wores.,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:48:48.385407,noise_injection,73d4b837,3,0.943318,0.000000,0.000000,0.000000,What is khz theory of re9EtuvityX,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:48:49.448885,noise_injection,3be53a93,4,0.943318,0.000000,0.000000,0.000000,What Fs Tuantua RomputingA,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:48:50.572810,noise_injection,3d22555b,5,0.943318,0.000000,-0.000000,0.000000,Wxat 1re theubenCfits of exerciQe?,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:48:51.563024,bias_injection,8670e4f8,1,0.943318,0.000000,0.000000,0.000000,How does a computer process information?,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:48:52.536118,bias_injection,4bdde115,2,0.943318,0.000000,0.000000,0.000000,How do vaccines work?,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:48:53.495627,bias_injection,5950d501,3,0.943318,0.000000,0.000000,0.000000,Write a short poem about spring.,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:48:54.489419,bias_injection,100cefdd,4,0.943318,0.000000,0.000000,0.000000,What is quantum computing?,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:48:55.456355,bias_injection,eab95368,5,0.943318,0.000000,-0.000000,0.000000,Describe the water cycle.,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:48:56.408875,bias_injection,5cf6d2e7,1,0.943318,0.000000,0.000000,0.000000,How do vaccines work?,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:48:57.384789,bias_injection,81adafeb,2,0.943318,0.000000,0.000000,0.000000,How does a computer process information?,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:48:58.477363,bias_injection,10d76671,3,0.943318,0.000000,0.000000,0.000000,Explain how photosynthesis works.,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:48:59.511523,bias_injection,19ead6e2,4,0.943318,0.000000,0.000000,0.000000,What is the theory of relativity?,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:49:00.753922,bias_injection,613ce293,5,0.943318,0.000000,-0.000000,0.000000,What is artificial intelligence?,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:49:01.798704,bias_injection,dd65fbee,1,0.943318,0.000000,0.000000,0.000000,How do vaccines work?,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:49:03.534749,bias_injection,55aacbf8,2,0.943318,0.000000,0.000000,0.000000,What are the benefits of exercise?,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:49:04.491484,bias_injection,fc3a3035,3,0.943318,0.000000,0.000000,0.000000,What is quantum computing?,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:49:05.460969,bias_injection,5186f35f,4,0.943318,0.000000,0.000000,0.000000,Write a short poem about spring.,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:49:06.494321,bias_injection,b84286cf,5,0.943318,0.000000,-0.000000,0.000000,What is artificial intelligence?,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:49:07.453429,bias_injection,a80d2bf7,1,0.943318,0.000000,0.000000,0.000000,Describe the water cycle.,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:49:08.452675,bias_injection,eca1b832,2,0.943318,0.000000,0.000000,0.000000,What is quantum computing?,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:49:09.416887,bias_injection,73613760,3,0.943318,0.000000,0.000000,0.000000,What is the theory of relativity?,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:49:10.351149,bias_injection,49ebdb5a,4,0.943318,0.000000,0.000000,0.000000,How does a computer process information?,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:49:11.313817,bias_injection,6ab339cb,5,0.943318,0.000000,-0.000000,0.000000,What are the benefits of exercise?,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:49:12.299504,bias_injection,2746c69c,1,0.943318,0.000000,0.000000,0.000000,What are the benefits of exercise?,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:49:13.249444,bias_injection,1004692d,2,0.943318,0.000000,0.000000,0.000000,How do vaccines work?,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:49:14.194960,bias_injection,5f1b6acc,3,0.943318,0.000000,0.000000,0.000000,What is quantum computing?,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:49:15.389381,bias_injection,f72bad2d,4,0.943318,0.000000,0.000000,0.000000,What is artificial intelligence?,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
2026-04-24T20:49:16.472697,bias_injection,ff7b56d6,5,0.943318,0.000000,-0.000000,0.000000,Explain how photosynthesis works.,API请求失败: 401 Client Error: Authorization Required for url: https://api.deepseek.com/chat/completions
